t_bin_index,Q2_bin_index,xB_bin_index,phi_bin_index,xB_lo,xB_hi,Q2_lo,Q2_hi,t_lo_input,t_hi_input,t_lo_aao,t_hi_aao,N,phi_lo,phi_hi,phi_c,xB_c,Q2_c,t_c,avg,d4sig_center,C_BC,n_phys,n_valid,n_xsec_failed,physical_fraction
0,0,0,0,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,0.0,18.0,9.000000000000002,0.08026315789473684,1.2236842105263157,-0.5000000000000001,4.849090904587455e-05,3.523281550209026e-05,1.3762995762571892,475,475,0,0.76
0,0,0,1,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,18.0,36.0,26.999999999999996,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.04687415325964e-05,3.592340246958744e-05,1.404898702881025,475,475,0,0.76
0,0,0,2,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,36.0,54.0,45.00000000000001,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.346321103837775e-05,3.693534693341502e-05,1.447480949204518,475,475,0,0.76
0,0,0,3,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,54.0,72.0,63.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.593920861603249e-05,3.7681561318357416e-05,1.4845247027696926,475,475,0,0.76
0,0,0,4,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,72.0,90.0,81.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.641237697659628e-05,3.7600955784941324e-05,1.5002910377929457,475,475,0,0.76
0,0,0,5,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,90.0,108.0,99.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.4068807866936865e-05,3.639979522091832e-05,1.4854151661783108,475,475,0,0.76
0,0,0,6,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,108.0,126.0,117.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,4.9137905612486966e-05,3.419565989569753e-05,1.4369632217177788,475,475,0,0.76
0,0,0,7,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,126.0,144.0,135.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,4.286993412625438e-05,3.150593600133178e-05,1.3606938744636008,475,475,0,0.76
0,0,0,8,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,144.0,162.0,153.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,3.712043508693009e-05,2.9081940411300005e-05,1.2764084707534393,475,475,0,0.76
0,0,0,9,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,162.0,180.0,171.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,3.369419921920179e-05,2.764899936154369e-05,1.2186408187366888,475,475,0,0.76
0,0,0,10,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,180.0,198.0,189.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,3.369419993239756e-05,2.764899936154369e-05,1.218640844531321,475,475,0,0.76
0,0,0,11,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,198.0,216.0,206.99999999999997,0.08026315789473684,1.2236842105263157,-0.5000000000000001,3.712043709361787e-05,2.9081942185851224e-05,1.2764084618694238,475,475,0,0.76
0,0,0,12,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,216.0,234.0,225.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,4.286993670220412e-05,3.150593254562677e-05,1.3606941054710902,475,475,0,0.76
0,0,0,13,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,234.0,252.0,243.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,4.913791117373714e-05,3.4195663351402535e-05,1.436963239133121,475,475,0,0.76
0,0,0,14,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,252.0,270.0,261.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.406881000058549e-05,3.639979522091832e-05,1.485415224795361,475,475,0,0.76
0,0,0,15,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,270.0,288.0,279.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.641237739808997e-05,3.7600955784941324e-05,1.5002910490025991,475,475,0,0.76
0,0,0,16,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,288.0,306.0,297.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.593920737377308e-05,3.7681561318357416e-05,1.4845246698023906,475,475,0,0.76
0,0,0,17,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,306.0,324.0,315.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.3463211054209285e-05,3.6935350389120026e-05,1.447480814205511,475,475,0,0.76
0,0,0,18,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,324.0,342.0,333.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,5.0468741197840366e-05,3.592340246958744e-05,1.404898693562419,475,475,0,0.76
0,0,0,19,0.05,0.1,1.0,1.5,0.4,0.6,-0.6,-0.4,5,342.0,360.0,351.0,0.08026315789473684,1.2236842105263157,-0.5000000000000001,4.84909085576847e-05,3.523281550209026e-05,1.3762995624010768,475,475,0,0.76
0,0,1,0,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,0.0,18.0,9.0,0.125,1.25,-0.5,0.0002770999900936901,0.00022033794839622185,1.2576135527748316,625,625,0,1.0
0,0,1,1,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,18.0,36.0,27.0,0.125,1.25,-0.5,0.00030774258162486823,0.00023913132364762613,1.2869187395890669,625,625,0,1.0
0,0,1,2,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,36.0,54.0,45.0,0.125,1.25,-0.5,0.0003554428049067811,0.0002682498522321928,1.3250438050534898,625,625,0,1.0
0,0,1,3,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,54.0,72.0,62.999999999999986,0.125,1.25,-0.5,0.00039840379353752267,0.00029411791339945865,1.3545716713841476,625,625,0,1.0
0,0,1,4,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,72.0,90.0,81.0,0.125,1.25,-0.5,0.00041529259934852344,0.00030347806683925156,1.3684435375308313,625,625,0,1.0
0,0,1,5,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,90.0,108.0,99.0,0.125,1.25,-0.5,0.0003938705756176329,0.00028878546266661586,1.3638864365978527,625,625,0,1.0
0,0,1,6,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,108.0,126.0,117.0,0.125,1.25,-0.5,0.0003362346553903976,0.00025147832179507737,1.3370323652166956,625,625,0,1.0
0,0,1,7,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,126.0,144.0,135.0,0.125,1.25,-0.5,0.0002586121126266177,0.00020183716148653558,1.281290871918398,625,625,0,1.0
0,0,1,8,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,144.0,162.0,153.0,0.125,1.25,-0.5,0.0001857288106043915,0.00015544643212818212,1.1948090931494544,625,625,0,1.0
0,0,1,9,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,162.0,180.0,171.0,0.125,1.25,-0.5,0.00014184670250782218,0.0001275725495353674,1.1118904734948287,625,625,0,1.0
0,0,1,10,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,180.0,198.0,188.99999999999997,0.125,1.25,-0.5,0.00014184671344590795,0.0001275725615825385,1.1118904542348174,625,625,0,1.0
0,0,1,11,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,198.0,216.0,207.0,0.125,1.25,-0.5,0.00018572883599380933,0.0001554464565481235,1.1948090687825421,625,625,0,1.0
0,0,1,12,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,216.0,234.0,225.0,0.125,1.25,-0.5,0.00025861214405489244,0.0002018371491137653,1.2812911061735517,625,625,0,1.0
0,0,1,13,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,234.0,252.0,243.0,0.125,1.25,-0.5,0.00033623472453468966,0.00025147839472930227,1.3370322523993412,625,625,0,1.0
0,0,1,14,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,252.0,270.0,261.0,0.125,1.25,-0.5,0.00039387059879013444,0.00028878546266661586,1.3638865168390855,625,625,0,1.0
0,0,1,15,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,270.0,288.0,279.0,0.125,1.25,-0.5,0.00041529259204491466,0.00030347806683925156,1.3684435134644832,625,625,0,1.0
0,0,1,16,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,288.0,306.0,297.0,0.125,1.25,-0.5,0.0003984037725459338,0.00029411788897951727,1.3545717124798182,625,625,0,1.0
0,0,1,17,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,306.0,324.0,315.0,0.125,1.25,-0.5,0.00035544280694035094,0.0002682498522321928,1.3250438126343695,625,625,0,1.0
0,0,1,18,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,324.0,342.0,333.0,0.125,1.25,-0.5,0.00030774257531574503,0.00023913132364762613,1.2869187132055588,625,625,0,1.0
0,0,1,19,0.1,0.15,1.0,1.5,0.4,0.6,-0.6,-0.4,5,342.0,360.0,351.0,0.125,1.25,-0.5,0.000277099980224976,0.00022033792397628047,1.2576136473665152,625,625,0,1.0
0,0,2,0,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,0.0,18.0,9.0,0.175,1.25,-0.5,0.0007872795944171482,0.0006577147480990885,1.1969924601698911,625,625,0,1.0
0,0,2,1,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,18.0,36.0,27.0,0.175,1.25,-0.5,0.0009406724119639705,0.000770630953388338,1.2206522562167896,625,625,0,1.0
0,0,2,2,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,36.0,54.0,45.0,0.175,1.25,-0.5,0.0011820250456674325,0.0009481002688003356,1.2467299974116557,625,625,0,1.0
0,0,2,3,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,54.0,72.0,62.999999999999986,0.175,1.25,-0.5,0.001406134334063127,0.0011123820642686083,1.2640749785800087,625,625,0,1.0
0,0,2,4,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,72.0,90.0,81.0,0.175,1.25,-0.5,0.001509485079688719,0.0011870262188194206,1.2716526861470727,625,625,0,1.0
0,0,2,5,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,90.0,108.0,99.0,0.175,1.25,-0.5,0.0014315427355171251,0.001127416272510648,1.2697552540457986,625,625,0,1.0
0,0,2,6,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,108.0,126.0,117.0,0.175,1.25,-0.5,0.0011799368153733647,0.0009393870032245679,1.2560710456106783,625,625,0,1.0
0,0,2,7,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,126.0,144.0,135.0,0.175,1.25,-0.5,0.0008297141883174545,0.0006786543023565668,1.222587384234279,625,625,0,1.0
0,0,2,8,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,144.0,162.0,153.0,0.175,1.25,-0.5,0.0004967349286269225,0.0004311090762927596,1.1522256337038874,625,625,0,1.0
0,0,2,9,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,162.0,180.0,171.0,0.175,1.25,-0.5,0.0002951711943350127,0.00028135197209859503,1.0491172040961383,625,625,0,1.0
0,0,2,10,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,180.0,198.0,188.99999999999997,0.175,1.25,-0.5,0.00029517124409965536,0.00028135201663626546,1.049117214898998,625,625,0,1.0
0,0,2,11,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,198.0,216.0,207.0,0.175,1.25,-0.5,0.0004967350435682933,0.0004311092105076312,1.1522255416055427,625,625,0,1.0
0,0,2,12,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,216.0,234.0,225.0,0.175,1.25,-0.5,0.0008297143322999393,0.000678654254207734,1.2225876831326343,625,625,0,1.0
0,0,2,13,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,234.0,252.0,243.0,0.175,1.25,-0.5,0.0011799371222387504,0.0009393872740617529,1.256071010135043,625,625,0,1.0
0,0,2,14,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,252.0,270.0,261.0,0.175,1.25,-0.5,0.001431542838056847,0.001127416272510648,1.2697553449968737,625,625,0,1.0
0,0,2,15,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,270.0,288.0,279.0,0.175,1.25,-0.5,0.001509485027601662,0.0011870262188194206,1.2716526422667807,625,625,0,1.0
0,0,2,16,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,288.0,306.0,297.0,0.175,1.25,-0.5,0.0014061342235489542,0.0011123819739895467,1.2640749818210988,625,625,0,1.0
0,0,2,17,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,306.0,324.0,315.0,0.175,1.25,-0.5,0.0011820250517496915,0.0009481003590793972,1.2467298851119881,625,625,0,1.0
0,0,2,18,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,324.0,342.0,333.0,0.175,1.25,-0.5,0.0009406723794161129,0.000770630953388338,1.2206522139814533,625,625,0,1.0
0,0,2,19,0.15,0.2,1.0,1.5,0.4,0.6,-0.6,-0.4,5,342.0,360.0,351.0,0.175,1.25,-0.5,0.0007872795473111813,0.0006577146096711941,1.1969926404778504,625,625,0,1.0
0,0,3,0,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,0.0,18.0,9.0,0.225,1.25,-0.5,0.0015525081316068896,0.0013197809151153119,1.1763377647200208,625,625,0,1.0
0,0,3,1,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,18.0,36.0,27.0,0.225,1.25,-0.5,0.001988973561609742,0.0016645484299775968,1.19490278912252,625,625,0,1.0
0,0,3,2,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,36.0,54.0,45.0,0.225,1.25,-0.5,0.002679530578718393,0.002209894575374479,1.2125151165929857,625,625,0,1.0
0,0,3,3,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,54.0,72.0,62.999999999999986,0.225,1.25,-0.5,0.003330624630223859,0.0027237397810713996,1.22281307978464,625,625,0,1.0
0,0,3,4,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,72.0,90.0,81.0,0.225,1.25,-0.5,0.0036525642685919743,0.002977088066663054,1.2268915755273726,625,625,0,1.0
0,0,3,5,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,90.0,108.0,99.0,0.225,1.25,-0.5,0.003474186199982111,0.0028346998731506863,1.225592251542543,625,625,0,1.0
0,0,3,6,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,108.0,126.0,117.0,0.225,1.25,-0.5,0.002812951222735345,0.0023105126125432876,1.2174576357923448,625,625,0,1.0
0,0,3,7,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,126.0,144.0,135.0,0.225,1.25,-0.5,0.0018732354393390736,0.0015662785629810242,1.1959784699944005,625,625,0,1.0
0,0,3,8,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,144.0,162.0,153.0,0.225,1.25,-0.5,0.0009729826773154896,0.0008535449427069725,1.1399313950941197,625,625,0,1.0
0,0,3,9,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,162.0,180.0,171.0,0.225,1.25,-0.5,0.00042627380713779515,0.0004207769448398272,1.0130636014291619,625,625,0,1.0
0,0,3,10,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,180.0,198.0,188.99999999999997,0.225,1.25,-0.5,0.0004262739447757149,0.0004207771004735738,1.0130635538292236,625,625,0,1.0
0,0,3,11,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,198.0,216.0,207.0,0.225,1.25,-0.5,0.0009729829881038242,0.0008535453192402302,1.1399312563390418,625,625,0,1.0
0,0,3,12,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,216.0,234.0,225.0,0.225,1.25,-0.5,0.0018732358221997519,0.001566278437469938,1.195978810271852,625,625,0,1.0
0,0,3,13,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,234.0,252.0,243.0,0.225,1.25,-0.5,0.002812952032420947,0.0023105133656098034,1.2174575894212745,625,625,0,1.0
0,0,3,14,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,252.0,270.0,261.0,0.225,1.25,-0.5,0.0034741864475522524,0.0028346998731506863,1.2255923388781174,625,625,0,1.0
0,0,3,15,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,270.0,288.0,279.0,0.225,1.25,-0.5,0.003652564085088512,0.002977088066663054,1.2268915138887988,625,625,0,1.0
0,0,3,16,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,288.0,306.0,297.0,0.225,1.25,-0.5,0.0033306243113842603,0.0027237392873944617,1.2228131843596333,625,625,0,1.0
0,0,3,17,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,306.0,324.0,315.0,0.225,1.25,-0.5,0.002679530605439497,0.002209894575374479,1.2125151286845597,625,625,0,1.0
0,0,3,18,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,324.0,342.0,333.0,0.225,1.25,-0.5,0.001988973467245876,0.0016645484299775968,1.1949027324321502,625,625,0,1.0
0,0,3,19,0.2,0.25,1.0,1.5,0.4,0.6,-0.6,-0.4,5,342.0,360.0,351.0,0.225,1.25,-0.5,0.0015525079951259069,0.0013197806640931399,1.1763378850474984,625,625,0,1.0
0,0,4,0,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,0.0,18.0,9.0,0.275,1.25,-0.5,0.0024955291995687363,0.0021418006404173035,1.1651547545912178,625,625,0,1.0
0,0,4,1,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,18.0,36.0,27.0,0.275,1.25,-0.5,0.0034024799681316225,0.0028866777123283498,1.1786837005047004,625,625,0,1.0
0,0,4,2,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,36.0,54.0,45.0,0.275,1.25,-0.5,0.004842152311783469,0.004069139673232919,1.189969551459607,625,625,0,1.0
0,0,4,3,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,54.0,72.0,62.999999999999986,0.275,1.25,-0.5,0.006211751780143363,0.005194207783980794,1.1958997480425653,625,625,0,1.0
0,0,4,4,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,72.0,90.0,81.0,0.275,1.25,-0.5,0.006915343542247669,0.005772520111796449,1.1979765177631516,625,625,0,1.0
0,0,4,5,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,90.0,108.0,99.0,0.275,1.25,-0.5,0.006598604527213185,0.00551309022268713,1.196897612895761,625,625,0,1.0
0,0,4,6,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,108.0,126.0,117.0,0.275,1.25,-0.5,0.0052925391825818565,0.004441311210418861,1.1916614107487224,625,625,0,1.0
0,0,4,7,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,126.0,144.0,135.0,0.275,1.25,-0.5,0.003410445355716534,0.002896476925627554,1.1774460640585367,625,625,0,1.0
0,0,4,8,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,144.0,162.0,153.0,0.275,1.25,-0.5,0.0015984244842157185,0.001409035721427315,1.1344101926646386,625,625,0,1.0
0,0,4,9,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,162.0,180.0,170.89428045290845,0.27480456026058636,1.253583061889251,-0.5011074918566776,0.0005068251024599376,0.0005058651357783054,1.0018976731419833,625,614,0,1.0
0,0,4,10,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,180.0,198.0,189.10571954709152,0.27480456026058636,1.253583061889251,-0.5011074918566776,0.0005068253871937403,0.0005058657349176528,1.0018970493746602,625,614,0,1.0
0,0,4,11,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,198.0,216.0,207.0,0.275,1.25,-0.5,0.0015984251147452045,0.0014090364808670795,1.1344100287322447,625,625,0,1.0
0,0,4,12,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,216.0,234.0,225.0,0.275,1.25,-0.5,0.0034104461282645103,0.002896476621851648,1.1774464542663194,625,625,0,1.0
0,0,4,13,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,234.0,252.0,243.0,0.275,1.25,-0.5,0.005292540823994898,0.004441313022948434,1.1916612940020523,625,625,0,1.0
0,0,4,14,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,252.0,270.0,261.0,0.275,1.25,-0.5,0.006598605032841991,0.005513089625261181,1.1968978343118055,625,625,0,1.0
0,0,4,15,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,270.0,288.0,279.0,0.275,1.25,-0.5,0.006915343120110603,0.005772520111796449,1.1979764446344214,625,625,0,1.0
0,0,4,16,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,288.0,306.0,297.0,0.275,1.25,-0.5,0.006211751114630674,0.0051942071865548455,1.1958997574663042,625,625,0,1.0
0,0,4,17,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,306.0,324.0,315.0,0.275,1.25,-0.5,0.004842152371445022,0.0040691402706588675,1.1899693914117613,625,625,0,1.0
0,0,4,18,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,324.0,342.0,333.0,0.275,1.25,-0.5,0.003402479774235055,0.0028866777123283498,1.178683633335246,625,625,0,1.0
0,0,4,19,0.25,0.3,1.0,1.5,0.4,0.6,-0.6,-0.4,5,342.0,360.0,351.0,0.275,1.25,-0.5,0.0024955289108330946,0.002141799729089586,1.1651551155503546,625,625,0,1.0
0,0,5,0,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,0.0,18.0,9.0,0.3399999999999999,1.25,-0.5,0.0038834490588439594,0.00327217644905179,1.1868091832178866,625,625,0,1.0
0,0,5,1,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,18.0,36.0,27.0,0.3399999999999999,1.25,-0.5,0.005764288812849979,0.004736270456012366,1.2170522917525994,625,625,0,1.0
0,0,5,2,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,36.0,54.0,45.0,0.3399999999999999,1.25,-0.5,0.00897338453989131,0.007066673805876948,1.2698172841130235,625,625,0,1.0
0,0,5,3,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,54.0,72.0,62.999999999999986,0.3399999999999999,1.25,-0.5,0.012290641884537275,0.009299924327376228,1.3215851497153863,625,625,0,1.0
0,0,5,4,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,72.0,90.0,81.0,0.3399999999999999,1.25,-0.5,0.0141553640728301,0.010482067789430597,1.3504362266291967,625,625,0,1.0
0,0,5,5,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,90.0,108.0,99.0,0.3399999999999999,1.25,-0.5,0.013497396960263825,0.01004292020213592,1.343971343852081,625,625,0,1.0
0,0,5,6,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,108.0,126.0,117.0,0.3399999999999999,1.25,-0.5,0.01044657675266316,0.008025466465078906,1.3016784504824979,625,625,0,1.0
0,0,5,7,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,126.0,144.0,135.0,0.3399999999999999,1.25,-0.5,0.006278836891594899,0.005081660884052739,1.235587544084088,625,625,0,1.0
0,0,5,8,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,144.0,162.0,153.0,0.3399999999999999,1.25,-0.5,0.002612918883881766,0.0022350072921574087,1.1690874088198462,625,625,0,1.0
0,0,5,9,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,162.0,180.0,170.72121643569562,0.3400806722689075,1.2594117647058825,-0.5028235294117647,0.0006081793740032988,0.0005217132015609904,1.1657350670513946,625,595,0,1.0
0,0,5,10,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,180.0,198.0,189.27878356430435,0.3400806722689075,1.2594117647058825,-0.5028235294117647,0.0006081798951162191,0.0005217137490926371,1.1657348424762883,625,595,0,1.0
0,0,5,11,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,198.0,216.0,207.0,0.3399999999999999,1.25,-0.5,0.0026129200732266356,0.0022350086602245522,1.1690872253551423,625,625,0,1.0
0,0,5,12,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,216.0,234.0,225.0,0.3399999999999999,1.25,-0.5,0.006278838549614447,0.005081660539161862,1.235587954218217,625,625,0,1.0
0,0,5,13,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,234.0,252.0,243.0,0.3399999999999999,1.25,-0.5,0.01044658055118543,0.008025469890994945,1.3016783681298356,625,625,0,1.0
0,0,5,14,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,252.0,270.0,261.0,0.3399999999999999,1.25,-0.5,0.013497398060734094,0.010042919523850528,1.343971544198842,625,625,0,1.0
0,0,5,15,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,270.0,288.0,279.0,0.3399999999999999,1.25,-0.5,0.01415536290008106,0.010482067789430597,1.3504361147477375,625,625,0,1.0
0,0,5,16,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,288.0,306.0,297.0,0.3399999999999999,1.25,-0.5,0.012290640290444237,0.009299922947812721,1.321585174351892,625,625,0,1.0
0,0,5,17,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,306.0,324.0,315.0,0.3399999999999999,1.25,-0.5,0.008973384707130225,0.007066675185440455,1.2698170598838594,625,625,0,1.0
0,0,5,18,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,324.0,342.0,333.0,0.3399999999999999,1.25,-0.5,0.0057642884403883415,0.004736270456012366,1.217052213112319,625,625,0,1.0
0,0,5,19,0.3,0.38,1.0,1.5,0.4,0.6,-0.6,-0.4,5,342.0,360.0,351.0,0.3399999999999999,1.25,-0.5,0.0038834484814903782,0.0032721747360937694,1.1868096280598788,625,625,0,1.0
0,0,6,0,0.38,0.48,1.0,1.5,0.4,0.6,-0.6,-0.4,5,0.0,18.0,9.0,0.43,1.25,-0.5,0.004117268638061597,0.002083639381637508,1.9759986657700255,625,625,0,1.0
0,0,6,1,0.38,0.48,1.0,1.5,0.4,0.6,-0.6,-0.4,5,18.0,36.0,27.0,0.43,1.25,-0.5,0.006292109553915315,0.0032966670062811584,1.908627575040768,625,625,0,1.0
0,0,6,2,0.38,0.48,1.0,1.5,0.4,0.6,-0.6,-0.4,5,36.0,54.0,45.0,0.43,1.25,-0.5,0.01018154858976161,0.0055825295204138875,1.8238235109246232,625,625,0,1.0
